,source,target,rating,ts,time
33750,3910,1610,-3,-2147483648,1175
33751,3910,3062,-10,1410125444,1175
33752,3910,44,-5,1410125455,1175
33753,3728,5650,2,1410130207,1175
33754,5650,3728,2,1410130269,1175
33755,3910,5413,2,1410171796,1175
33756,1907,5662,1,1410179475,1175
33757,1689,5663,-1,1410182419,1175
33758,3751,5664,1,1410194574,1175
33759,5664,3751,1,1410198100,1175
33760,3800,26,2,1410202456,1175
33761,5512,3573,1,1410208799,1175
33762,3573,5512,1,1410208800,1175
33763,5467,5433,2,1410216093,1175
33764,5433,5467,2,1410216213,1175
33765,5387,3751,4,1410228881,1175
33766,3751,5387,4,1410228936,1175
33767,5134,5583,1,1410240183,1175
33768,2938,3910,5,1410268266,1175
33769,1521,1921,-5,1410273607,1175
33770,1921,5665,2,1410285362,1175
33771,3910,5666,1,1410292907,1175
33772,5666,3910,1,-2147483648,1175
33773,5666,26,1,1410293946,1175
33774,5666,5319,1,1410294007,1175
33775,5550,5667,1,1410298638,1175
33776,5442,5668,1,1410356419,1175
33777,1541,5471,4,1410375148,1175
33778,2077,5669,1,1410390963,1175
33779,5319,5532,-5,1410454081,1175
33780,3378,4092,2,1410454415,1175
33781,977,3579,1,1410468674,1175
33782,5660,3910,1,1410541810,1175
33783,3910,5660,1,1410541834,1175
33784,4206,98,1,1410549809,1175
33785,98,4206,1,1410550250,1175
33786,0,5583,2,1410575569,1175
33787,5647,5670,8,1410602126,1175
33788,5670,5647,8,-2147483648,1175
33789,1310,5667,2,1410630046,1175
33790,3631,5550,1,1410631470,1175
33791,3631,5667,1,1410631488,1175
33792,5433,3275,1,1410642363,1175
33793,3910,2342,3,1410642451,1175
33794,3841,5671,2,1410688586,1175
33795,506,441,2,1410713734,1175
33796,441,506,1,-2147483648,1175
33797,2338,2020,2,1410727396,1175
33798,2020,2338,3,1410727422,1175
33799,1921,5672,9,1410784608,1175
33800,5673,5512,10,1410798293,1175
33801,1689,5432,1,-2147483648,1175
33802,5432,1689,2,1410820551,1175
33803,2182,4528,5,1410885833,1175
33804,26,5674,3,1410890085,1175
33805,1998,2338,2,1410895864,1175
33806,3378,1998,2,1410895881,1175
33807,1998,41,2,1410895954,1175
33808,4427,3378,1,1410898150,1175
33809,3378,4427,1,1410898186,1175
33810,41,5134,1,1410898861,1175
33811,1360,4604,-1,1410899176,1175
33812,5134,41,1,1410900297,1175
33813,3841,669,3,1410902624,1175
33814,669,3841,1,1410902774,1175
33815,4465,4444,1,1410907345,1175
33816,4444,4465,1,-2147483648,1175
33817,3825,3646,-10,1410952230,1175
33818,3825,98,-10,1410952270,1175
33819,1764,3825,-8,-2147483648,1175
33820,3356,5433,1,1410952938,1175
33821,5433,3356,1,1410953036,1175
33822,4423,5433,1,1410963020,1175
33823,5433,4423,1,1410963090,1175
33824,4279,4206,1,1410967488,1175
33825,977,1610,1,1410967659,1175
33826,5667,549,1,1410987395,1175
33827,5667,3631,2,1410987414,1175
33828,5667,1310,3,1410987455,1175
33829,5667,5550,3,-2147483648,1175
33830,5387,4115,1,-2147483648,1175
33831,4115,5387,1,1410998224,1175
33832,2338,5676,1,1411006617,1175
33833,5676,2338,1,1411006632,1175
33834,26,5339,3,1411023315,1175
33835,5521,5646,5,1411032908,1175
33836,5521,5556,5,1411033351,1175
33837,5521,3631,1,1411033715,1175
33838,3631,5479,1,1411071724,1175
33839,5134,5677,1,1411088426,1175
33840,5677,2809,1,1411088960,1175
33841,2020,1764,1,-2147483648,1175
33842,2247,3623,-10,1411146990,1175
33843,3378,4833,1,1411149482,1175
33844,4833,3378,1,1411149495,1175
33845,5442,1310,1,1411150734,1175
33846,5442,5223,1,1411151093,1175
33847,2884,4559,2,1411157416,1175
33848,4559,2884,5,1411157474,1175
33849,2884,5413,1,1411157509,1175
33850,5356,4829,2,1411158647,1175
33851,5413,2884,1,1411161177,1175
33852,441,3825,-2,1411196389,1175
33853,5319,5134,2,1411235500,1176
33854,5134,5319,2,1411235528,1176
33855,5319,5603,1,-2147483648,1176
33856,3751,5433,4,1411250062,1176
33857,5433,3751,4,1411250373,1176
33858,4279,5413,1,-2147483648,1176
33859,3378,5678,-1,1411323289,1176
33860,5545,5679,8,1411350404,1176
33861,5679,5545,8,1411350606,1176
33862,4829,2765,1,-2147483648,1176
33863,5413,4279,1,1411374724,1176
33864,5660,26,1,1411382868,1176
33865,3825,441,-10,1411391996,1176
33866,3751,5660,1,1411400716,1176
33867,5660,3751,1,1411401610,1176
33868,5454,5680,1,1411413730,1176
33869,5550,5680,1,1411413968,1176
33870,1310,5680,1,-2147483648,1176
33871,977,2446,-9,1411495910,1176
33872,4206,4427,3,1411499567,1176
33873,4427,4206,3,-2147483648,1176
33874,5644,5670,5,1411500196,1176
33875,5570,1310,2,-2147483648,1176
33876,3378,5603,1,1411569256,1176
33877,5603,3378,2,1411569389,1176
33878,4279,2016,1,1411590599,1176
33879,2016,4279,1,1411590609,1176
33880,4521,4115,4,1411592572,1176
33881,4833,5681,1,-2147483648,1176
33882,5681,4833,1,-2147483648,1176
33883,5603,5681,2,1411662035,1176
33884,5681,5603,1,1411662081,1176
33885,5595,5682,1,1411664655,1176
33886,5682,5595,1,1411664724,1176
33887,1907,5319,1,1411667214,1176
33888,5603,5584,3,1411671151,1176
33889,5444,4115,3,1411680032,1176
33890,1594,3378,1,1411689384,1176
33891,3378,1594,1,1411689418,1176
33892,2338,5666,1,1411691971,1176
33893,26,5660,1,-2147483648,1176
33894,5682,3378,1,1411744537,1176
33895,4559,5319,2,1411842068,1176
33896,26,5675,3,1411847496,1176
33897,5675,26,6,1411847563,1176
33898,1310,5494,-1,1411851947,1176
33899,5363,5319,1,1411852208,1176
33900,4768,5494,-1,1411852761,1176
33901,75,851,1,1411858083,1176
33902,851,75,1,1411858137,1176
33903,3631,5411,10,1411865474,1176
33904,3800,5683,1,1411923096,1176
33905,5683,3800,1,1411923288,1176
33906,4559,5222,3,1411924879,1176
33907,3564,5494,3,1411925842,1176
33908,3216,26,1,1411926997,1176
33909,5545,5684,7,1411960344,1176
33910,0,26,4,1411966327,1176
33911,0,1341,-10,1411966351,1176
33912,0,44,-5,-2147483648,1176
33913,0,864,-5,1411966511,1176
33914,3564,98,-1,1411967502,1176
33915,0,98,4,1411968388,1176
33916,153,5570,-1,1411969406,1176
33917,3579,977,2,1412002305,1176
33918,1310,5432,1,1412009038,1176
33919,4444,3573,1,1412016507,1176
33920,3573,4444,1,1412016529,1176
33921,5512,5673,-10,-2147483648,1176
33922,5682,5673,-10,1412039285,1176
33923,5682,5685,-10,1412039300,1176
33924,851,5686,1,-2147483648,1176
33925,5686,851,1,1412079346,1176
33926,1764,0,4,1412124785,1176
33927,4634,5603,1,1412181227,1176
33928,441,5319,2,1412191398,1176
33929,5319,441,2,1412191433,1176
33930,3728,5269,1,1412206122,1176
33931,3728,5523,1,1412206181,1176
33932,5269,5523,1,1412206222,1176
33933,5269,3728,1,1412206327,1176
33934,5134,1764,1,1412260305,1176
33935,3910,5616,-5,1412262294,1176
33936,3579,5512,2,-2147483648,1176
33937,5512,3579,2,1412308867,1176
33938,3631,5429,3,1412323621,1176
33939,5429,3631,3,-2147483648,1176
33940,5550,3631,1,1412330983,1176
33941,3646,5502,1,1412336802,1176
33942,1310,2139,-1,1412359314,1176
33943,3646,5687,1,1412367775,1176
33944,5134,69,1,1412539443,1177
33945,69,5134,1,1412539499,1177
33946,3085,3878,2,1412545232,1177
33947,4427,1685,1,1412545662,1177
33948,1685,4427,1,1412545804,1177
33949,3085,4805,1,1412586008,1177
33950,3085,3191,3,1412590302,1177
33951,3085,3908,3,1412590727,1177
33952,3646,947,1,-2147483648,1177
33953,3910,26,2,1412678697,1177
33954,3564,3646,1,1412690213,1177
33955,1907,2592,-10,1412704304,1177
33956,3800,5512,3,1412709480,1177
33957,26,2431,4,1412709511,1177
33958,5512,3800,2,1412709561,1177
33959,5687,5556,5,1412722974,1177
33960,5687,5521,7,1412723057,1177
33961,5687,5506,8,1412723252,1177
33962,5687,5502,8,1412723272,1177
33963,5506,5687,5,1412725747,1177
33964,5506,5502,5,-2147483648,1177
33965,5521,5687,5,1412725916,1177
33966,3646,5506,1,1412725922,1177
33967,5506,3646,1,1412726002,1177
33968,5502,3646,1,1412726180,1177
33969,5506,5521,5,1412727070,1177
33970,5521,5502,5,1412727136,1177
33971,5521,3396,5,-2147483648,1177
33972,5502,3396,5,1412727183,1177
33973,5502,5556,3,1412727291,1177
33974,5502,5521,5,1412727482,1177
33975,5502,5506,5,-2147483648,1177
33976,5502,5687,5,1412728134,1177
33977,3646,2765,1,1412789863,1177
33978,2884,69,1,1412793311,1177
33979,2016,69,1,1412804089,1177
33980,69,2016,1,1412804876,1177
33981,3646,5479,4,1412808473,1177
33982,3646,3396,1,1412813249,1177
33983,3646,5549,-1,1412820947,1177
33984,3751,4235,1,1412866086,1177
33985,4235,3751,1,1412866126,1177
33986,1310,5688,1,1412880318,1177
33987,5550,5689,1,1412901707,1177
33988,5550,5690,1,1412902161,1177
33989,1310,5653,-1,1412932049,1177
33990,5375,4206,2,1412946493,1177
33991,1521,1354,6,1412955363,1177
33992,3378,5691,-1,1412967926,1177
33993,3378,4115,4,1412976836,1177
33994,5045,4444,1,1412978893,1177
33995,3378,2592,-1,-2147483648,1177
33996,5513,1310,3,1412982524,1177
33997,5134,3275,1,1413007066,1177
33998,3275,5134,1,-2147483648,1177
33999,3378,5693,1,1413058164,1177
34000,5693,3378,1,1413058185,1177
34001,1310,3825,1,1413111116,1177
34002,35,4168,1,1413145669,1177
34003,3573,4559,4,1413151035,1177
34004,4559,3573,4,-2147483648,1177
34005,3396,5687,8,1413245705,1177
34006,1998,3275,2,-2147483648,1177
34007,5413,5429,1,1413283758,1177
34008,5550,5429,1,1413284525,1177
34009,4279,18,-10,1413296966,1177
34010,3646,5432,1,1413305545,1177
34011,5430,4829,1,1413310022,1177
34012,4235,3275,1,1413312861,1177
34013,3275,4235,1,1413312889,1177
34014,5432,1310,2,1413322044,1177
34015,5432,5429,1,1413322258,1177
34016,5432,3631,1,1413322298,1177
34017,4973,5429,1,1413322886,1177
34018,5506,5388,2,-2147483648,1177
34019,5388,5506,2,1413380655,1177
34020,5388,505,3,1413380745,1177
34021,26,5695,1,1413382850,1177
34022,26,3216,1,1413382868,1177
34023,26,5696,1,1413382879,1177
34024,1689,5694,1,1413389841,1177
34025,1875,26,6,1413390201,1177
34026,5698,3631,1,1413429306,1177
34027,5356,5698,1,1413429390,1177
34028,5694,5478,1,1413467632,1177
34029,1310,5699,1,1413477854,1177
34030,3564,5526,3,1413493491,1177
34031,3751,4669,1,1413493987,1177
34032,4669,3751,1,1413494186,1177
34033,5682,5700,1,1413500943,1177
34034,5700,5682,2,1413501032,1177
34035,3646,3497,1,1413554198,1177
34036,3564,5692,1,1413559686,1177
34037,1998,1901,4,1413571843,1177
34038,1310,5526,1,1413587732,1177
34039,5682,26,1,1413648297,1178
34040,3646,5680,-2,-2147483648,1178
34041,3646,5639,-2,1413652660,1178
34042,5134,3728,2,1413687283,1178
34043,3728,5134,2,1413687352,1178
34044,5550,5411,1,1413722016,1178
34045,5702,505,1,1413734615,1178
34046,3564,5703,1,1413753357,1178
34047,3287,3386,1,1413790207,1178
34048,5429,5701,-1,1413802320,1178
34049,1354,2257,1,1413814532,1178
34050,4465,5603,1,-2147483648,1178
34051,2257,1354,1,1413820336,1178
34052,4829,5704,10,1413826472,1178
34053,4299,98,1,1413828237,1178
34054,4299,505,1,1413828291,1178
34055,4299,1310,1,1413828302,1178
34056,4299,1689,2,1413828318,1178
34057,2765,4829,3,1413829222,1178
34058,2020,5134,1,1413832522,1178
34059,5134,2020,1,1413832596,1178
34060,3386,3287,1,1413834889,1178
34061,1310,4299,1,1413837436,1178
34062,3354,3819,2,1413847481,1178
34063,3819,3354,2,1413847610,1178
34064,5388,5429,1,-2147483648,1178
34065,5388,3631,2,1413904452,1178
34066,5388,4829,2,1413904511,1178
34067,5388,4768,2,-2147483648,1178
34068,4973,4829,1,1413906365,1178
34069,5584,3378,1,-2147483648,1178
34070,3378,5584,1,1413919930,1178
34071,5682,5705,1,1413923403,1178
34072,1764,5682,-7,1413926492,1178
34073,5319,5682,-7,1413926649,1178
34074,5584,5682,-5,1413926701,1178
34075,4444,5595,-1,1413927989,1178
34076,1764,1998,5,1413928888,1178
34077,4115,2570,3,1413929459,1178
34078,5649,5705,1,1413929758,1178
34079,41,5603,-1,1413931178,1178
34080,1764,5603,-2,1413931419,1178
34081,4471,5603,-1,1413933074,1178
34082,4444,5603,1,1413947446,1178
34083,321,4829,1,1413948372,1178
34084,4471,41,2,1413949105,1178
34085,3631,5702,1,1413997843,1178
34086,5702,3631,1,1414001518,1178
34087,3752,5706,10,1414022238,1178
34088,69,4619,2,1414166501,1178
34089,4619,69,2,1414167029,1178
34090,2765,3631,3,1414172228,1178
34091,5134,5638,1,1414175984,1178
34092,5638,5134,1,1414181493,1178
34093,5433,5512,5,1414182214,1178
34094,4427,26,4,1414182374,1178
34095,5433,5707,1,1414187765,1178
34096,5707,5433,1,1414187800,1178
34097,4619,5705,1,-2147483648,1178
34098,5705,4619,1,1414201459,1178
34099,1310,5414,1,1414256333,1178
34100,5556,5506,2,1414283172,1178
34101,5556,3396,5,1414283567,1178
34102,5556,5521,4,1414283702,1178
34103,5556,5502,5,1414283777,1178
34104,5556,5687,5,1414283973,1178
34105,5414,5708,1,-2147483648,1178
34106,5708,5414,1,1414327282,1178
34107,5708,1310,1,1414327583,1178
34108,851,0,1,1414341204,1178
34109,1310,5708,1,-2147483648,1178
34110,3910,5433,2,1414365934,1178
34111,5433,3910,4,1414365968,1178
34112,3910,5181,2,1414366103,1178
34113,3910,5709,1,1414367844,1178
34114,5709,3910,4,1414369146,1178
34115,2093,5543,1,1414391229,1178
34116,2093,4810,5,1414391295,1178
34117,3910,98,1,1414401426,1178
34118,3573,4235,2,1414443150,1178
34119,4235,3573,2,1414443325,1178
34120,3728,5549,-10,1414444655,1178
34121,3910,1901,2,1414447122,1178
34122,5709,1901,6,1414447987,1178
34123,5388,4973,1,1414482634,1178
34124,3910,5602,1,1414483938,1178
34125,69,1485,1,1414513565,1178
34126,1485,69,1,-2147483648,1178
34127,5134,5584,1,1414528422,1178
34128,5707,5134,2,-2147483648,1178
34129,5134,5707,1,1414538953,1178
34130,4235,5707,1,1414539924,1178
34131,5707,4235,1,1414539973,1178
34132,5506,2931,-1,1414542038,1178
34133,5506,5429,1,1414542266,1178
34134,2016,5707,1,-2147483648,1178
34135,5707,2016,1,1414543731,1178
34136,4559,5707,2,1414549801,1178
34137,5707,4559,2,1414550205,1178
34138,4413,5707,1,1414553735,1178
34139,5707,4413,1,1414553846,1178
34140,5429,5388,1,1414556260,1178
34141,5429,3646,2,1414557967,1178
34142,5429,5506,1,1414558193,1178
34143,3378,4206,2,-2147483648,1178
34144,5505,4299,1,1414611013,1178
34145,4444,5707,1,-2147483648,1178
34146,5707,4444,1,-2147483648,1178
34147,5506,2765,2,1414622265,1178
34148,2765,5506,2,1414622369,1178
34149,2765,5413,1,1414624430,1178
34150,5526,3564,2,1414698240,1178
34151,5526,4768,2,1414709222,1178
34152,5519,26,7,1414757525,1178
34153,5505,26,1,1414778955,1178
34154,3523,4444,1,1414783454,1178
34155,1310,4471,2,1414792892,1178
34156,2765,5710,6,1414815869,1179
34157,3497,4471,2,1414847190,1179
34158,3910,1718,3,1414861115,1179
34159,321,4559,1,-2147483648,1179
34160,26,5712,1,1415031066,1179
34161,5712,26,2,1415031329,1179
34162,3751,69,1,1415032507,1179
34163,69,3751,1,1415032574,1179
34164,4206,4829,5,1415032876,1179
34165,4833,5549,1,1415053465,1179
34166,1998,69,3,1415053868,1179
34167,3631,5549,-3,-2147483648,1179
34168,4235,5349,1,1415057380,1179
34169,3275,1998,2,1415058631,1179
34170,3275,4115,5,1415060166,1179
34171,3275,69,1,1415060227,1179
34172,4973,5432,1,1415068095,1179
34173,5428,4206,2,1415077289,1179
34174,4206,5428,2,1415078023,1179
34175,5506,5713,4,-2147483648,1179
34176,1310,5506,2,1415113250,1179
34177,5428,69,1,1415125270,1179
34178,69,5428,1,-2147483648,1179
34179,1352,18,2,1415126014,1179
34180,3643,5714,1,1415160416,1179
34181,5429,5539,1,1415186972,1179
34182,4521,5684,1,1415217743,1179
34183,5684,4521,1,1415217873,1179
34184,1594,4444,1,1415217881,1179
34185,4206,1998,4,1415226809,1179
34186,1998,4206,4,1415226968,1179
34187,4115,1594,2,1415233557,1179
34188,1594,4115,2,1415233594,1179
34189,5521,5715,5,1415261527,1179
34190,5521,5429,1,1415261910,1179
34191,5550,1907,9,1415277988,1179
34192,5715,5521,5,1415290366,1179
34193,4444,5382,-1,1415324218,1179
34194,5519,5716,1,1415355022,1179
34195,5716,5519,1,1415355064,1179
34196,4092,5717,1,1415368234,1179
34197,1907,4092,8,1415368404,1179
34198,5717,4092,1,1415368422,1179
34199,5388,5718,1,1415399452,1179
34200,3379,5134,2,1415475200,1179
34201,5134,3379,2,1415475236,1179
34202,3564,1689,4,1415475971,1179
34203,5432,505,2,1415485875,1179
34204,5432,3646,1,1415486013,1179
34205,4206,2570,1,-2147483648,1179
34206,2338,5134,1,1415494022,1179
34207,2247,3728,2,1415569629,1179
34208,5544,3908,8,1415608419,1179
34209,3908,5544,2,1415608835,1179
34210,977,4431,1,1415650571,1179
34211,3646,5719,2,1415706019,1179
34212,5719,5479,2,1415721658,1179
34213,5702,441,2,1415721696,1179
34214,5719,3646,1,1415728186,1179
34215,5134,4824,1,-2147483648,1179
34216,4824,5134,1,1415729412,1179
34217,4444,4505,1,1415762659,1179
34218,4505,4444,2,1415762692,1179
34219,4444,4427,2,1415765204,1179
34220,4427,4444,2,1415765283,1179
34221,5413,0,7,1415789728,1179
34222,5413,1689,1,1415789761,1179
34223,5413,3564,1,1415790298,1179
34224,5413,1469,1,1415790316,1179
34225,1310,5719,1,1415889404,1179
34226,5134,2675,2,1415900837,1179
34227,4824,3378,1,-2147483648,1179
34228,4559,4034,1,1415902293,1179
34229,4034,4559,1,1415902410,1179
34230,2675,5134,5,1415903438,1179
34231,3910,2016,3,1415904459,1179
34232,2016,3910,2,1415915755,1179
34233,75,26,3,-2147483648,1179
34234,4619,4775,1,1415917361,1179
34235,4775,4619,1,1415917383,1179
34236,26,75,3,1415917455,1179
34237,3573,3356,8,1415921870,1179
34238,26,5505,1,1415986880,1179
34239,26,5720,1,1415986896,1179
34240,75,5721,1,1416018176,1180
34241,5721,75,1,1416018193,1180
34242,4829,1998,2,1416057078,1180
34243,5388,5413,1,1416071731,1180
34244,3378,4465,2,1416075025,1180
34245,4465,3378,2,1416075491,1180
34246,1310,5,-10,1416082731,1180
34247,3378,5467,1,-2147483648,1180
34248,5467,3378,1,1416144971,1180
34249,1293,5722,1,1416172240,1180
34250,3378,1293,1,1416172247,1180
34251,1293,3378,1,1416172261,1180
34252,5723,5479,1,1416176156,1180
34253,3646,5521,1,1416227442,1180
34254,4521,5707,3,1416242321,1180
34255,5502,5715,1,1416253053,1180
34256,75,3910,1,1416264750,1180
34257,3910,75,1,1416264932,1180
34258,5707,4521,5,1416271550,1180
34259,4559,4833,1,1416279591,1180
34260,4833,4559,1,1416279664,1180
34261,1521,321,5,1416373947,1180
34262,26,5705,2,1416383329,1180
34263,5705,26,2,1416383467,1180
34264,5705,5682,-10,1416383770,1180
34265,321,1521,5,1416426893,1180
34266,2748,5382,-5,-2147483648,1180
34267,5467,2084,1,1416444352,1180
34268,2084,5467,1,1416444392,1180
34269,4115,5707,1,1416522040,1180
34270,5707,4115,1,1416523130,1180
34271,1998,4215,1,1416524839,1180
34272,3354,4559,4,1416527838,1180
34273,4559,3354,4,1416527937,1180
34274,3646,5724,2,1416541450,1180
34275,5724,5479,2,1416541524,1180
34276,5467,5725,1,1416563039,1180
34277,5725,5467,1,1416563178,1180
34278,3378,1521,2,1416585872,1180
34279,1521,3378,3,1416586351,1180
34280,5429,5502,1,1416620836,1180
34281,5429,5687,1,1416621016,1180
34282,4559,3751,4,-2147483648,1180
34283,5726,5711,1,1416690805,1180
34284,5053,69,1,-2147483648,1180
34285,69,5053,1,-2147483648,1180
34286,4219,4182,1,1416707452,1180
34287,75,4279,1,1416717169,1180
34288,4279,75,1,1416717191,1180
34289,4219,5603,1,1416720321,1180
34290,3646,5723,1,1416791487,1180
34291,3646,5571,3,1416792005,1180
34292,5643,5727,1,1416802048,1180
34293,5727,5643,3,1416802089,1180
34294,4465,4115,6,1416859996,1180
34295,4115,4465,2,1416860081,1180
34296,5467,3910,2,1416926304,1180
34297,5707,4092,3,1416934888,1180
34298,3910,5467,1,1416955323,1180
34299,26,5711,4,1416985756,1180
34300,2338,5728,1,1416992755,1180
34301,5728,2338,1,1416994607,1180
34302,5728,2204,1,1416994823,1180
34303,5728,5729,1,1417025818,1180
34304,5729,5728,1,1417027894,1180
34305,3564,5479,1,1417031266,1180
34306,5134,5730,1,1417033844,1180
34307,5730,5134,1,1417034077,1180
34308,2254,3378,1,1417036703,1180
34309,3378,2254,1,1417036897,1180
34310,5134,5731,1,1417038155,1180
34311,5731,5134,1,1417038451,1180
34312,5731,26,1,1417038521,1180
34313,5134,1786,1,1417044981,1180
34314,3819,2884,2,1417064618,1180
34315,2884,3819,2,1417064654,1180
34316,1310,1469,4,1417078950,1180
34317,1310,3564,3,1417078978,1180
34318,1310,3631,4,1417079251,1180
34319,1310,5346,1,1417079291,1180
34320,1310,5413,3,1417079381,1180
34321,1310,5429,3,1417079433,1180
34322,1310,5454,-1,1417080276,1180
34323,3564,5454,-1,1417080516,1180
34324,3564,4431,-1,-2147483648,1180
34325,1310,5639,-1,1417080730,1180
34326,1310,985,-1,-2147483648,1180
34327,3800,5429,1,-2147483648,1180
34328,1310,3690,2,1417081107,1180
34329,3800,864,-1,1417081261,1180
34330,1310,5424,2,1417081384,1180
34331,3378,2876,2,1417087552,1180
34332,26,5731,1,1417094295,1180
34333,26,5732,1,1417094308,1180
34334,5729,26,1,-2147483648,1180
34335,1310,1998,-1,1417111352,1180
34336,1469,3564,3,-2147483648,1180
34337,1469,1689,2,1417118799,1180
34338,3378,69,1,1417121088,1180
34339,69,3378,1,1417121142,1180
34340,5443,3646,1,1417124162,1180
34341,3378,1786,4,1417126306,1180
34342,2338,4505,-1,1417225818,1181
34343,506,4206,4,1417234100,1181
34344,4206,4504,1,-2147483648,1181
34345,4504,4206,1,1417293647,1181
34346,5705,5729,1,1417305579,1181
34347,5729,5705,1,1417305795,1181
34348,4206,5705,1,1417309205,1181
34349,5705,4206,1,1417309276,1181
34350,69,4279,1,1417367432,1181
34351,4279,69,1,1417367554,1181
34352,3564,5702,1,1417386097,1181
34353,2949,4521,2,-2147483648,1181
34354,3751,24,1,1417411867,1181
34355,24,3751,1,1417411873,1181
34356,1521,3275,1,1417447613,1181
34357,4987,2273,3,1417451877,1181
34358,5692,1310,1,1417453183,1181
34359,1469,5702,2,1417455556,1181
34360,5702,1469,2,1417456326,1181
34361,5702,3564,1,1417456354,1181
34362,1521,1469,1,1417458237,1181
34363,4338,5134,2,1417474580,1181
34364,35,69,2,1417514277,1181
34365,69,35,2,1417516806,1181
34366,5134,4338,2,1417529645,1181
34367,1310,5692,1,1417555776,1181
34368,3378,864,-10,1417616715,1181
34369,5505,1310,1,1417641444,1181
34370,3825,1310,10,-2147483648,1181
34371,3573,2884,4,1417724423,1181
34372,5505,3910,1,1417724639,1181
34373,3910,5505,1,1417729621,1181
34374,1310,5697,-1,1417731002,1181
34375,3573,75,2,1417734640,1181
34376,3841,864,-3,1417802766,1181
34377,75,3573,3,1417831008,1181
34378,2884,5733,1,1417834825,1181
34379,5733,2884,2,1417835104,1181
34380,1764,5734,2,-2147483648,1181
34381,5734,1764,2,1417895847,1181
34382,1764,2319,1,1417945941,1181
34383,1764,5735,1,1417946512,1181
34384,5735,1764,1,1417946784,1181
34385,1998,1310,-1,1417958098,1181
34386,1310,4629,1,1417958401,1181
34387,3646,4629,1,-2147483648,1181
34388,2884,2338,-10,1418001428,1181
34389,2338,2884,-10,1418001518,1181
34390,3751,2016,1,1418060668,1181
34391,2016,3751,1,1418062843,1181
34392,3819,3751,7,-2147483648,1181
34393,3751,3819,7,1418087471,1181
34394,2884,3638,1,1418097609,1181
34395,3646,1293,-1,1418128191,1181
34396,69,26,1,1418150832,1181
34397,26,69,1,1418150918,1181
34398,2020,1901,1,-2147483648,1181
34399,3646,5736,1,-2147483648,1181
34400,5736,3646,1,1418155722,1181
34401,5736,1310,1,1418155742,1181
34402,4123,2204,1,1418158147,1181
34403,3631,2890,1,1418163894,1181
34404,4123,1998,1,1418164142,1181
34405,1998,4123,1,1418164395,1181
34406,3631,977,1,1418180034,1181
34407,1310,977,1,1418180895,1181
34408,3638,2778,2,1418185260,1181
34409,2778,3638,2,1418185271,1181
34410,5711,26,2,1418187379,1181
34411,4206,5711,1,1418190792,1181
34412,5711,4206,1,1418191434,1181
34413,1907,5737,5,1418198664,1181
34414,69,5738,1,1418254888,1181
34415,5738,69,1,1418255237,1181
34416,5736,5739,1,1418257882,1181
34417,5739,5736,10,1418259056,1181
34418,3354,4115,1,1418317637,1181
34419,3564,5531,1,1418355995,1181
34420,1998,864,-7,1418428858,1182
34421,3910,3275,3,1418430272,1182
34422,3275,321,1,-2147483648,1182
34423,321,3275,1,1418440282,1182
34424,1310,5736,1,1418455595,1182
34425,3728,864,1,1418519867,1182
34426,1998,4430,2,-2147483648,1182
34427,4430,1998,2,1418520486,1182
34428,441,3728,4,1418530311,1182
34429,3728,441,4,1418530466,1182
34430,3910,864,-8,1418554942,1182
34431,3910,5740,1,1418590674,1182
34432,5711,5726,1,-2147483648,1182
34433,4433,26,6,1418667216,1182
34434,75,69,1,1418673179,1182
34435,69,75,2,1418674093,1182
34436,26,4433,3,1418729844,1182
34437,3646,98,-2,1418743482,1182
34438,3579,4115,1,1418759590,1182
34439,5526,98,-3,1418763256,1182
34440,1998,5741,1,1418779722,1182
34441,5741,1998,1,1418779960,1182
34442,26,1892,4,-2147483648,1182
34443,3646,1160,1,1418829673,1182
34444,321,4206,3,1418843850,1182
34445,1998,5471,3,1418857526,1182
34446,321,1160,2,1418943429,1182
34447,321,1610,-10,1418943535,1182
34448,321,10,1,1418943969,1182
34449,4768,98,-1,1418957085,1182
34450,5432,98,-1,1418957296,1182
34451,4115,3579,1,1419056577,1182
34452,3379,1998,1,1419076983,1182
34453,1998,3379,1,1419077154,1182
34454,35,5742,1,1419192534,1182
34455,5742,35,1,1419192560,1182
34456,35,1998,1,1419198075,1182
34457,1998,35,1,-2147483648,1182
34458,1998,505,-5,1419285730,1182
34459,505,1998,-5,-2147483648,1182
34460,3646,1998,-3,1419290867,1182
34461,5413,1998,-1,1419291137,1182
34462,4973,1998,-1,1419291367,1182
34463,5526,1998,-3,1419291575,1182
34464,2884,3555,7,1419310130,1182
34465,1998,5413,-1,1419335656,1182
34466,1998,3646,-2,1419336007,1182
34467,26,5729,1,1419355660,1182
34468,26,5743,1,1419355667,1182
34469,26,5744,1,1419355673,1182
34470,1310,1275,-1,1419363977,1182
34471,4038,3573,2,1419386332,1182
34472,4559,2602,1,-2147483648,1182
34473,2602,4559,1,1419405844,1182
34474,4559,5745,1,1419409162,1182
34475,5745,4559,1,1419409646,1182
34476,1998,5746,1,1419441839,1182
34477,5746,1998,2,1419441878,1182
34478,4444,3759,1,1419535832,1182
34479,1998,1786,3,1419543585,1182
34480,3564,1804,1,1419544860,1182
34481,977,2257,1,1419646630,1183
34482,2257,977,1,1419647368,1183
34483,4444,5747,-10,1419662105,1183
34484,4444,5748,-10,1419662144,1183
34485,4444,5749,-10,1419662565,1183
